Sdate,Cosit,Period,LaneNumber,LaneDescription,LaneDirection,DirectionDescription,Volume,Flag Text
06/11/2023 18:00,80151,60,2,Westbound,2,West,4,Checked
06/11/2023 19:00,80151,60,1,Eastbound,1,East,0,Checked
06/11/2023 19:00,80151,60,2,Westbound,2,West,0,Checked
06/11/2023 20:00,80151,60,1,Eastbound,1,East,0,Checked
06/11/2023 20:00,80151,60,2,Westbound,2,West,1,Checked
06/11/2023 21:00,80151,60,1,Eastbound,1,East,1,Checked
06/11/2023 21:00,80151,60,2,Westbound,2,West,0,Checked
06/11/2023 22:00,80151,60,1,Eastbound,1,East,0,Checked
06/11/2023 22:00,80151,60,2,Westbound,2,West,0,Checked
06/11/2023 23:00,80151,60,1,Eastbound,1,East,0,Checked
06/11/2023 23:00,80151,60,2,Westbound,2,West,0,Checked
07/11/2023 00:00,80151,60,1,Eastbound,1,East,0,Checked
07/11/2023 00:00,80151,60,2,Westbound,2,West,0,Checked
07/11/2023 01:00,80151,60,1,Eastbound,1,East,0,Checked
07/11/2023 01:00,80151,60,2,Westbound,2,West,0,Checked
07/11/2023 02:00,80151,60,1,Eastbound,1,East,0,Checked
07/11/2023 02:00,80151,60,2,Westbound,2,West,0,Checked
07/11/2023 03:00,80151,60,1,Eastbound,1,East,0,Checked
07/11/2023 03:00,80151,60,2,Westbound,2,West,0,Checked
07/11/2023 04:00,80151,60,1,Eastbound,1,East,0,Checked
07/11/2023 04:00,80151,60,2,Westbound,2,West,0,Checked
07/11/2023 05:00,80151,60,1,Eastbound,1,East,0,Checked
07/11/2023 05:00,80151,60,2,Westbound,2,West,0,Checked
07/11/2023 06:00,80151,60,1,Eastbound,1,East,1,Checked
07/11/2023 06:00,80151,60,2,Westbound,2,West,0,Checked
07/11/2023 07:00,80151,60,1,Eastbound,1,East,9,Checked
07/11/2023 07:00,80151,60,2,Westbound,2,West,4,Checked
07/11/2023 08:00,80151,60,1,Eastbound,1,East,4,Checked
07/11/2023 08:00,80151,60,2,Westbound,2,West,9,Checked
07/11/2023 09:00,80151,60,1,Eastbound,1,East,2,Checked
07/11/2023 09:00,80151,60,2,Westbound,2,West,4,Checked
07/11/2023 10:00,80151,60,1,Eastbound,1,East,3,Checked
07/11/2023 10:00,80151,60,2,Westbound,2,West,3,Checked
07/11/2023 11:00,80151,60,1,Eastbound,1,East,4,Checked
07/11/2023 11:00,80151,60,2,Westbound,2,West,0,Checked
07/11/2023 12:00,80151,60,1,Eastbound,1,East,7,Checked
07/11/2023 12:00,80151,60,2,Westbound,2,West,8,Checked
07/11/2023 13:00,80151,60,1,Eastbound,1,East,3,Checked
07/11/2023 13:00,80151,60,2,Westbound,2,West,2,Checked
07/11/2023 14:00,80151,60,1,Eastbound,1,East,7,Checked
07/11/2023 14:00,80151,60,2,Westbound,2,West,5,Checked
07/11/2023 15:00,80151,60,1,Eastbound,1,East,8,Checked
07/11/2023 15:00,80151,60,2,Westbound,2,West,4,Checked
07/11/2023 16:00,80151,60,1,Eastbound,1,East,5,Checked
07/11/2023 16:00,80151,60,2,Westbound,2,West,4,Checked
07/11/2023 17:00,80151,60,1,Eastbound,1,East,5,Checked
07/11/2023 17:00,80151,60,2,Westbound,2,West,8,Checked
07/11/2023 18:00,80151,60,1,Eastbound,1,East,3,Checked
07/11/2023 18:00,80151,60,2,Westbound,2,West,6,Checked
07/11/2023 19:00,80151,60,1,Eastbound,1,East,1,Checked
07/11/2023 19:00,80151,60,2,Westbound,2,West,0,Checked
07/11/2023 20:00,80151,60,1,Eastbound,1,East,0,Checked
07/11/2023 20:00,80151,60,2,Westbound,2,West,2,Checked
07/11/2023 21:00,80151,60,1,Eastbound,1,East,1,Checked
07/11/2023 21:00,80151,60,2,Westbound,2,West,0,Checked
07/11/2023 22:00,80151,60,1,Eastbound,1,East,0,Checked
07/11/2023 22:00,80151,60,2,Westbound,2,West,0,Checked
07/11/2023 23:00,80151,60,1,Eastbound,1,East,0,Checked
07/11/2023 23:00,80151,60,2,Westbound,2,West,0,Checked
08/11/2023 00:00,80151,60,1,Eastbound,1,East,0,Checked
08/11/2023 00:00,80151,60,2,Westbound,2,West,0,Checked
08/11/2023 01:00,80151,60,1,Eastbound,1,East,0,Checked
08/11/2023 01:00,80151,60,2,Westbound,2,West,0,Checked
08/11/2023 02:00,80151,60,1,Eastbound,1,East,0,Checked
08/11/2023 02:00,80151,60,2,Westbound,2,West,0,Checked
08/11/2023 03:00,80151,60,1,Eastbound,1,East,0,Checked
08/11/2023 03:00,80151,60,2,Westbound,2,West,0,Checked
08/11/2023 04:00,80151,60,1,Eastbound,1,East,0,Checked
08/11/2023 04:00,80151,60,2,Westbound,2,West,0,Checked
08/11/2023 05:00,80151,60,1,Eastbound,1,East,0,Checked
08/11/2023 05:00,80151,60,2,Westbound,2,West,1,Checked
08/11/2023 06:00,80151,60,1,Eastbound,1,East,1,Checked
08/11/2023 06:00,80151,60,2,Westbound,2,West,0,Checked
08/11/2023 07:00,80151,60,1,Eastbound,1,East,4,Checked
08/11/2023 07:00,80151,60,2,Westbound,2,West,3,Checked
08/11/2023 08:00,80151,60,1,Eastbound,1,East,1,Checked
08/11/2023 08:00,80151,60,2,Westbound,2,West,4,Checked
08/11/2023 09:00,80151,60,1,Eastbound,1,East,2,Checked
08/11/2023 09:00,80151,60,2,Westbound,2,West,5,Checked
08/11/2023 10:00,80151,60,1,Eastbound,1,East,0,Checked
08/11/2023 10:00,80151,60,2,Westbound,2,West,1,Checked
08/11/2023 11:00,80151,60,1,Eastbound,1,East,4,Checked
08/11/2023 11:00,80151,60,2,Westbound,2,West,11,Checked
08/11/2023 12:00,80151,60,1,Eastbound,1,East,2,Checked
08/11/2023 12:00,80151,60,2,Westbound,2,West,5,Checked
08/11/2023 13:00,80151,60,1,Eastbound,1,East,14,Checked
08/11/2023 13:00,80151,60,2,Westbound,2,West,6,Checked
08/11/2023 14:00,80151,60,1,Eastbound,1,East,3,Checked
08/11/2023 14:00,80151,60,2,Westbound,2,West,12,Checked
08/11/2023 15:00,80151,60,1,Eastbound,1,East,4,Checked
08/11/2023 15:00,80151,60,2,Westbound,2,West,3,Checked
08/11/2023 16:00,80151,60,1,Eastbound,1,East,6,Checked
08/11/2023 16:00,80151,60,2,Westbound,2,West,2,Checked
08/11/2023 17:00,80151,60,1,Eastbound,1,East,5,Checked
08/11/2023 17:00,80151,60,2,Westbound,2,West,6,Checked
08/11/2023 18:00,80151,60,1,Eastbound,1,East,1,Checked
08/11/2023 18:00,80151,60,2,Westbound,2,West,6,Checked
08/11/2023 19:00,80151,60,1,Eastbound,1,East,1,Checked
08/11/2023 19:00,80151,60,2,Westbound,2,West,0,Checked
08/11/2023 20:00,80151,60,1,Eastbound,1,East,1,Checked
08/11/2023 20:00,80151,60,2,Westbound,2,West,0,Checked
08/11/2023 21:00,80151,60,1,Eastbound,1,East,0,Checked
08/11/2023 21:00,80151,60,2,Westbound,2,West,0,Checked
08/11/2023 22:00,80151,60,1,Eastbound,1,East,0,Checked
08/11/2023 22:00,80151,60,2,Westbound,2,West,0,Checked
08/11/2023 23:00,80151,60,1,Eastbound,1,East,0,Checked
08/11/2023 23:00,80151,60,2,Westbound,2,West,0,Checked
09/11/2023 00:00,80151,60,1,Eastbound,1,East,0,Checked
09/11/2023 00:00,80151,60,2,Westbound,2,West,0,Checked
09/11/2023 01:00,80151,60,1,Eastbound,1,East,0,Checked
09/11/2023 01:00,80151,60,2,Westbound,2,West,0,Checked
09/11/2023 02:00,80151,60,1,Eastbound,1,East,0,Checked
09/11/2023 02:00,80151,60,2,Westbound,2,West,0,Checked
09/11/2023 03:00,80151,60,1,Eastbound,1,East,0,Checked
09/11/2023 03:00,80151,60,2,Westbound,2,West,0,Checked
09/11/2023 04:00,80151,60,1,Eastbound,1,East,0,Checked
09/11/2023 04:00,80151,60,2,Westbound,2,West,0,Checked
09/11/2023 05:00,80151,60,1,Eastbound,1,East,0,Checked
09/11/2023 05:00,80151,60,2,Westbound,2,West,1,Checked
09/11/2023 06:00,80151,60,1,Eastbound,1,East,2,Checked
09/11/2023 06:00,80151,60,2,Westbound,2,West,0,Checked
09/11/2023 07:00,80151,60,1,Eastbound,1,East,4,Checked
09/11/2023 07:00,80151,60,2,Westbound,2,West,1,Checked
09/11/2023 08:00,80151,60,1,Eastbound,1,East,7,Checked
09/11/2023 08:00,80151,60,2,Westbound,2,West,9,Checked
09/11/2023 09:00,80151,60,1,Eastbound,1,East,3,Checked
09/11/2023 09:00,80151,60,2,Westbound,2,West,6,Checked
09/11/2023 10:00,80151,60,1,Eastbound,1,East,4,Checked
09/11/2023 10:00,80151,60,2,Westbound,2,West,2,Checked
09/11/2023 11:00,80151,60,1,Eastbound,1,East,3,Checked
09/11/2023 11:00,80151,60,2,Westbound,2,West,6,Checked
09/11/2023 12:00,80151,60,1,Eastbound,1,East,3,Checked
09/11/2023 12:00,80151,60,2,Westbound,2,West,4,Checked
09/11/2023 13:00,80151,60,1,Eastbound,1,East,9,Checked
09/11/2023 13:00,80151,60,2,Westbound,2,West,3,Checked
09/11/2023 14:00,80151,60,1,Eastbound,1,East,3,Checked
09/11/2023 14:00,80151,60,2,Westbound,2,West,6,Checked
